line,station,property_name,bedrooms,livingrooms,building_area,directions1,directions2,decoration,has_elevator,hml,building_height,building_year,building_style,building_location,price_sqm,price_ttl,house,house2
12号线,陕西南路,嘉丽苑(徐汇),2,2,120.89,南,,精装,1,高,31,1999,板楼,衡山路,124080,1500,0,0
8号线,江浦路,鞍山四村第三小区,1,0,39.53,南,,简装,0,低,5,2003,板楼,鞍山,69568,275,0,0
8号线,人民广场,黄浦大楼,3,2,159.73,南,,简装,1,低,24,1996,塔楼,人民广场,81263,1298,0,0
11号线(嘉定北-迪士尼),嘉定新城,龙湖郦城,2,2,96,南,,精装,1,高,29,2011,板楼,嘉定新城,40105,385,0,0
13号线,武宁路,华江大楼,1,1,59.87,南,,精装,1,高,19,1990,塔楼,中山公园,70988,425,0,0
2号线,淞虹路,瑞冬小区,2,1,63.79,南,,其他,0,中,6,1994,板楼,北新泾,60041,383,0,0
1号线,上海马戏城,悦公馆(永和东路),2,2,93.76,南,,简装,1,中,14,2010,板楼,大宁,87458,820,0,0
6号线,源深体育中心,梅园五街坊,1,1,42.84,南,,简装,0,中,6,1993,板楼,源深,123717,530,0,0
2号线,东昌路,市政大楼,2,1,72.5,南,,简装,1,高,18,1992,塔楼,源深,93794,680,0,0
10号线(新江湾城-虹桥火车站),四川北路,久耕小区,2,1,84.1,东南,,其他,1,低,22,1991,塔楼,北外滩,60405,508,0,0
12号线,江浦公园,双辽支路70弄,1,0,37.34,南,,其他,1,高,7,1989,板楼,鞍山,58919,220,0,0
6号线,德平路,欣杨景苑,2,2,93.89,南,,毛坯,1,低,13,2015,板楼,高东,33550,315,0,0
11号线(花桥-三林),徐家汇,宛平南路240弄,2,2,89.53,南,,简装,0,中,6,1994,板楼,徐家汇,75953,680,0,0
12号线,龙华中路,东安一村,3,1,59.6,南,,毛坯,0,低,6,1985,板楼,徐家汇,67115,400,0,0
11号线(嘉定北-迪士尼),三林东,金禾新苑,2,2,81.45,南,,简装,1,高,13,2006,板楼,三林,63843,520,0,0
4号线,塘桥,蓝高小区,1,1,47.46,南,,精装,0,高,6,1992,板楼,塘桥,69533,330,0,0
9号线,打浦桥,建国中路139号,3,2,300,南,,其他,0,低,1,1911,板楼,打浦桥,150000,4500,0,0
9号线,打浦桥,南园小区,3,1,103.54,东南,,精装,1,中,29,1994,塔楼,打浦桥,71470,740,0,0
8号线,市光路,世界路65弄,1,1,38.37,南,,简装,0,低,3,2004,板楼,中原,51343,197,0,0
12号线,顾戴路,莲花公寓(闵行),3,1,172,南,北,精装,0,高,6,2000,板楼,古美,40640,699,0,0
9号线,打浦桥,汇峰鼎园,2,2,112.36,南,,精装,1,低,32,2006,板楼,斜土路,111250,1250,0,0
13号线,汉中路,远中风华园(公寓),3,2,158.5,南,,精装,1,中,22,2007,板楼,南京西路,145111,2300,0,0
8号线,大世界,天赐公寓,1,2,88.3,南,,其他,1,中,19,2000,塔楼,南京东路,50057,442,0,0
8号线,黄兴路,华升新苑,3,2,134.62,南,北,精装,1,中,11,2001,板楼,周家嘴路,75769,1020,0,0
9号线,松江大学城,三湘四季花城,3,2,136.48,南,,精装,1,中,14,2007,板楼,松江大学城,45428,620,0,0
4号线,鲁班路,汇峰鼎园,3,2,140.1,南,北,精装,1,中,33,2006,板楼,斜土路,105639,1480,0,0
13号线,世博会博物馆,打浦路500弄,2,1,56.14,南,,简装,0,低,6,1965,板楼,打浦桥,67688,380,0,0
1号线,新闸路,上海壹街区,3,2,123.88,西南,,精装,1,低,34,2003,板楼,南京西路,104941,1300,0,0
9号线,杨高中路,山水国际,3,2,145.02,暂无数据,,精装,1,低,28,2006,板楼,源深,102055,1480,0,0
10号线(新江湾城-虹桥火车站),四平路,天宝西路252弄,2,1,49.9,南,,精装,0,低,5,1957,板楼,曲阳,45091,225,0,0
7号线,新村路,双山小区,2,1,59.09,南,,简装,0,高,6,1995,板楼,甘泉宜川,45694,270,0,0
4号线,上海体育馆,漕溪大楼,2,1,55.04,南,,简装,1,低,14,1975,板楼,徐家汇,83576,460,0,0
浦江线,闵瑞路,虹浦新城南区,2,2,75.95,南,北,简装,1,中,14,2008,板楼,浦江,34102,259,0,0
12号线,杨高北路,东陆新村六街坊,2,1,64.17,南,,精装,0,高,6,1995,板楼,金桥,45972,295,0,0
8号线,大世界,金陵大楼,2,1,64.78,西,,精装,1,低,15,1937,板楼,豫园,86447,560,0,0
7号线,岚皋路,品尊国际,2,2,93.75,南,,精装,1,低,36,2011,板楼,真如,88534,830,0,0
8号线,嫩江路,长海二村,2,1,56.68,南,北,精装,0,高,6,1994,板楼,中原,48518,275,0,0
6号线,德平路,罗山六村,1,1,51.15,南,,简装,0,中,6,1994,板楼,金杨,46530,238,0,0
13号线,淮海中路,中凯城市之光(静安),2,2,114.49,南,,精装,1,中,26,2004,板楼,南京西路,119312,1366,0,0
2号线,淞虹路,金钟小区,2,1,82.5,南,,简装,0,中,6,1996,板楼,北新泾,54546,450,0,0
4号线,浦东大道,梅园四街坊,3,1,76.46,南,北,简装,0,高,6,1989,板楼,源深,95475,730,0,0
7号线,岚皋路,岚皋大楼,2,1,69.36,东南,,简装,1,低,24,1991,塔楼,光新,58392,405,0,0
5号线,银都路,君临颐和花园,4,3,321.51,南,,精装,0,低,1,2002,板楼,颛桥,55986,1800,0,0
10号线(新江湾城-虹桥火车站),虹桥路,虹储小区,2,1,53.34,南,,简装,0,高,6,1984,板楼,虹桥,62805,335,0,0
12号线,大木桥路,中山新村,1,1,39.96,西南,,简装,1,高,7,1985,板楼,斜土路,67568,270,0,0
11号线(花桥-三林),南翔,德华一村,2,1,68.26,南,,简装,0,高,6,1994,板楼,南翔,36332,248,0,0
12号线,大木桥路,西木小区,1,0,28.1,西,北,简装,0,中,5,1967,板楼,斜土路,62634,176,0,0
12号线,龙华,住友公寓,2,1,79.14,东南,,精装,1,高,22,1997,塔楼,万体馆,75184,595,0,0
8号线,杨思,恒大华城梅山苑,2,1,48.23,南,,精装,0,低,6,1996,板楼,三林,57019,275,0,0
4号线,鲁班路,南园新村,1,1,35.53,南,,精装,0,高,6,1988,板楼,打浦桥,66986,238,0,0
12号线,提篮桥,紫虹嘉苑,3,2,134.9,南,,毛坯,1,高,24,2003,板楼,临平路,77836,1050,0,0
8号线,虹口足球场,商业一村,1,1,34.83,南,,简装,0,中,5,1956,板楼,鲁迅公园,51680,180,0,0
12号线,龙华中路,中信君廷,3,2,167.82,南,,精装,1,高,23,2015,板楼,龙华,127995,2148,0,0
13号线,成山路,上南十村,1,1,45.44,南,,精装,0,中,6,1991,板楼,世博,52817,240,0,0
6号线,临沂新村,临沂六村,2,1,54.04,西北,,简装,0,低,6,1991,板楼,南码头,51814,280,0,0
2号线,华夏东路,珠光苑,4,2,150.73,南,,精装,0,低,6,1995,板楼,川沙,43124,650,0,0
3号线,上海南站,南站阳光小区,1,1,39.67,南,,简装,0,中,6,1995,板楼,华东理工,56718,225,0,0
10号线(新江湾城-虹桥火车站),老西门,新地苑,2,2,118.85,南,,简装,1,中,29,1999,板楼,豫园,89189,1060,0,0
11号线(嘉定北-迪士尼),嘉定北,梅园新村(嘉定),2,1,65.95,南,,精装,0,高,6,1984,板楼,嘉定老城,28810,190,0,0
7号线,杨高南路,凯德嘉博名邸,3,2,144.5,南,北,精装,1,高,16,2013,板楼,世博,81661,1180,0,0
1号线,中山北路,越秀苑,3,2,119.96,暂无数据,,简装,1,低,33,2004,板楼,不夜城,58353,700,0,0
6号线,云山路,金杨新村三街坊,1,1,43.13,南,北,简装,1,中,7,1995,板楼,金杨,58892,254,0,0
8号线,虹口足球场,明杨豪苑,3,2,158.31,南,北,精装,1,低,24,2004,板楼,鲁迅公园,87803,1390,0,0
10号线(新江湾城-航中路),龙柏新村,龙柏香榭苑,2,1,74.76,南,,精装,1,中,11,2001,板楼,龙柏,73302,548,0,0
9号线,世纪大道,梅园三街坊,1,1,35.27,南,,简装,0,中,6,1985,板楼,源深,138929,490,0,0
6号线,博兴路,碧云新天地(一期),2,2,107.93,南,,精装,1,低,11,2002,板楼,金桥,66710,720,0,0
8号线,鞍山新村,鞍山三村,2,0,48.94,南,,其他,0,低,6,2002,板楼,鞍山,69473,340,0,0
8号线,曲阳路,玉四小区,1,0,28.22,南,,简装,0,低,6,1985,板楼,曲阳,76188,215,0,0
10号线(新江湾城-虹桥火车站),五角场,北茶园,2,1,61.78,南,,简装,0,低,6,1998,板楼,五角场,67174,415,0,0
4号线,南浦大桥,保屯路50弄,1,1,39.89,南,,简装,0,低,6,1978,板楼,蓬莱公园,79970,319,0,0
9号线,商城路,东昌新村,2,0,39.96,南,,精装,0,高,6,1980,板楼,陆家嘴,82083,328,0,0
4号线,南浦大桥,百花公寓,2,2,92,南,,精装,1,低,7,1998,板楼,蓬莱公园,84783,780,0,0
11号线(花桥-三林),徐家汇,汇站街82号,2,1,84.46,南,,精装,0,高,6,1994,板楼,徐家汇,101824,860,0,0
3号线,东宝兴路,恒业公寓,3,2,133.76,南,,毛坯,1,中,12,1998,塔楼,鲁迅公园,54576,730,0,0
3号线,赤峰路,灵新小区,1,1,34.29,南,,精装,0,中,6,1989,板楼,凉城,57452,197,0,0
8号线,黄兴路,控江四村,1,0,35.23,南,,精装,0,高,6,1986,板楼,黄兴公园,49674,175,0,0
8号线,虹口足球场,广中一村,2,1,40.93,南,,其他,0,中,7,1993,板楼,凉城,57416,235,0,0
1号线,中山北路,谈家桥路163弄,1,1,37.47,南,,简装,0,高,6,1988,板楼,大宁,52309,196,0,0
4号线,中潭路,香溢花城(住宅),3,2,135.98,南,,精装,1,中,29,2009,板楼,光新,80012,1088,0,0
13号线,华鹏路,大华锦绣华城(十八街区)(公寓),2,2,98.81,南,,精装,1,中,11,2006,板楼,北蔡,77928,770,0,0
5号线,莘庄,名都新城,2,2,93.77,南,,精装,1,低,16,2003,板楼,莘庄,68039,638,0,0
8号线,中兴路,绿洲雅宾利花园(一期),3,2,123,东,南,精装,1,高,32,2007,板楼,西藏北路,93496,1150,0,0
11号线(花桥-三林),上海西站,金鼎公寓(普陀),2,2,89.99,南,,精装,0,高,6,2001,板楼,万里,46672,420,0,0
10号线(新江湾城-虹桥火车站),虹桥路,虹一小区,1,1,30.35,南,,简装,0,中,6,1978,板楼,虹桥,62603,190,0,0
7号线,锦绣路,浦东星河湾,5,6,554.16,南,,精装,1,低,18,2010,板楼,北蔡,66768,3700,0,0
11号线(花桥-三林),桃浦新村,桃浦七村雪松苑,1,0,37.44,南,,简装,0,高,6,1995,板楼,桃浦,36325,136,0,0
6号线,东靖路,浦江东旭公寓(669弄1-109号),1,1,59.76,南,,精装,1,中,7,2006,板楼,金桥,50201,300,0,0
8号线,延吉中路,内江一村,2,1,45.41,南,,简装,0,中,6,1983,板楼,周家嘴路,57257,260,0,0
12号线,陕西南路,嘉丽苑(徐汇),2,2,120.89,南,,精装,1,高,31,1999,板楼,衡山路,124080,1500,0,0
11号线(花桥-三林),枫桥路,梅岭支路85弄,1,1,37.71,南,,精装,0,高,6,1987,板楼,曹杨,53037,200,0,0
7号线,上海大学,祁连二村,1,1,49.03,南,,简装,0,高,6,1997,板楼,上大,39772,195,0,0
7号线,行知路,阳城美景,3,2,130.94,南,北,精装,1,低,11,2005,板楼,阳城,64916,850,0,0
13号线,世博大道,新世纪花苑(一期)(浦东),2,1,67.68,南,,精装,0,高,7,1996,板楼,世博,51714,350,0,0
1号线,通河新村,通河一村,1,1,38.78,南,,简装,0,中,6,1987,板楼,张庙,54926,213,0,0
10号线(新江湾城-虹桥火车站),四平路,恒阳花苑,2,1,68.32,南,,精装,1,低,28,2005,板楼,鞍山,78308,535,0,0
10号线(新江湾城-虹桥火车站),宋园路,中园小区,1,0,32.5,南,,精装,0,中,6,1984,板楼,虹桥,71385,232,0,0
2号线,娄山关路,家化小区,3,1,96.06,东南,,简装,0,中,7,1997,板楼,中山公园,55695,535,0,0
8号线,延吉中路,国富苑,3,2,146.87,南,,精装,1,高,24,2000,塔楼,周家嘴路,50385,740,0,0
9号线,松江体育中心,北九峰小区,2,1,106.45,南,,简装,0,高,6,2001,板楼,松江老城,30531,325,0,0
6号线,源深体育中心,梅园四街坊,2,1,55.08,南,,简装,0,中,6,1989,板楼,源深,105302,580,0,0
12号线,顾戴路,望族新苑,3,2,125.41,南,,精装,1,低,14,2005,板楼,古美,61957,777,0,0
12号线,杨高北路,华高一村,2,1,70.5,南,,精装,0,高,7,1997,板楼,高行,39433,278,0,0
1号线,上海马戏城,四方小区,2,1,47.23,南,,精装,0,中,6,1976,板楼,闸北公园,68813,325,0,0
8号线,西藏北路,芷江中路459弄,1,1,45.1,西,,简装,0,高,7,1987,板楼,西藏北路,77606,350,0,0
6号线,五洲大道,仁恒森兰雅苑(一期),3,2,151.59,南,,精装,1,中,20,2013,板楼,金桥,77512,1175,0,0
1号线,通河新村,和欣国际花园,2,2,99.64,南,北,精装,1,高,17,2010,板楼,共康,62225,620,0,0
6号线,上海儿童医学中心,东方城市花园(一期),2,1,105,南,,简装,1,低,11,2003,板楼,塘桥,72858,765,0,0
10号线(新江湾城-虹桥火车站),江湾体育场,政民路230弄,1,1,36.68,南,,精装,0,中,6,1986,板楼,五角场,58616,215,0,0
7号线,大场镇,中星馨恒苑,4,2,171.11,南,,其他,1,高,8,2014,板楼,永和,64287,1100,0,0
1号线,共康路,保德路1213弄,3,1,71.03,南,,毛坯,0,高,6,2000,板楼,彭浦,49275,350,0,0
9号线,松江体育中心,华中公寓,2,1,85.7,南,,简装,0,高,6,1997,板楼,松江老城,30339,260,0,0
7号线,静安寺,延平路200弄,2,2,56.81,南,,精装,0,高,6,1985,板楼,曹家渡,100335,570,0,0
9号线,陆家浜路,牌楼路31弄,2,1,37.56,南,,简装,0,高,7,1992,板楼,老西门,103834,390,0,0
3号线,水产路,泰和路309弄,1,0,32.25,南,,毛坯,0,中,5,1966,板楼,淞宝,37210,120,0,0
3号线,友谊路,西门街168号,2,1,88,南,北,精装,0,中,4,1961,板楼,淞宝,39205,345,0,0
13号线,马当路,马当小区,1,1,43.4,西,,简装,1,中,27,1992,塔楼,新天地,105991,460,0,0
11号线(花桥-三林),南翔,中冶翔腾,2,2,87,南,,简装,1,高,15,2010,板楼,南翔,47127,410,0,0
浦江线,浦航路,瑞和华苑北区,2,2,84,南,,毛坯,1,中,14,2013,板楼,浦江,32143,270,0,0
9号线,顾唐路,河滨城市花园,2,2,92.92,南,,精装,1,中,11,2006,板楼,曹路,46277,430,0,0
6号线,云山路,金杨七街坊,2,0,51.57,南,,简装,0,高,6,1995,板楼,金杨,47509,245,0,0
10号线(新江湾城-航中路),龙柏新村,金汇华光城,3,2,158,南,北,精装,1,低,10,1998,板楼,金汇,50000,790,0,0
4号线,鲁班路,蒙西小区,2,1,58.12,南,,简装,0,高,6,1980,板楼,五里桥,84309,490,0,0
4号线,中潭路,万业新阶,2,2,55,北,,精装,1,低,20,2014,塔楼,中远两湾城,56364,310,0,0
9号线,七宝,欣源公寓,2,2,92.35,南,,精装,0,高,6,1995,板楼,七宝,49919,461,0,0
6号线,临沂新村,临沂大楼,2,1,74.27,西,,精装,1,中,25,1994,塔楼,南码头,55204,410,0,0
9号线,打浦桥,东晖花苑,1,2,74.07,南,,精装,1,中,31,1999,塔楼,打浦桥,83705,620,0,0
12号线,曲阜路,圣和圣广场(公寓),2,2,83.56,南,,精装,1,高,31,2008,板塔结合,西藏北路,92150,770,0,0
4号线,上海体育场,玉兰花苑,3,2,154.43,东,,精装,1,中,25,1992,塔楼,徐家汇,74468,1150,0,0
3号线,长江南路,美岸栖庭(公寓),3,2,116.18,南,,精装,1,中,14,2009,板楼,高境,60080,698,0,0
10号线(新江湾城-虹桥火车站),国权路,北茶园,3,1,80.9,南,,精装,0,中,7,1997,板楼,五角场,63659,515,0,0
3号线,江杨北路,庆安一村,1,1,38.87,南,,简装,0,高,6,1996,板楼,月浦,34989,136,0,0
9号线,肇嘉浜路,金色港湾,3,2,162.62,南,,简装,1,低,33,2001,板楼,斜土路,76867,1250,0,0
7号线,顾村公园,文宝苑,1,1,55.73,南,北,精装,1,低,11,2008,板楼,顾村,42706,238,0,0
4号线,上海火车站,宝丰大厦,2,2,110.71,东南,,简装,1,中,22,1997,塔楼,不夜城,43357,480,0,0
10号线(新江湾城-虹桥火车站),四平路,鞍山六村,1,1,32.04,南,,简装,0,中,5,1958,板楼,鞍山,62422,200,0,0
10号线(新江湾城-虹桥火车站),四平路,恒阳花苑,2,1,66.16,南,北,精装,1,低,28,2005,板楼,鞍山,77086,510,0,0
6号线,浦电路,山泉花苑,4,2,111,南,,精装,1,高,11,2002,板楼,塘桥,97298,1080,0,0
9号线,曹路,星颂家园,1,1,56.32,南,,毛坯,1,低,24,2011,板楼,曹路,38708,218,0,0
8号线,曲阳路,大西小区,1,1,34.98,南,,简装,0,中,6,1975,板楼,曲阳,64323,225,0,0
9号线,商城路,开发浦东,2,1,67.07,东南,,精装,1,高,25,1991,塔楼,潍坊,88714,595,0,0
2号线,东昌路,东南新村(浦东),2,1,48.39,南,北,简装,0,高,6,1980,板楼,陆家嘴,57864,280,0,0
11号线(花桥-三林),桃浦新村,桃浦一村合欢苑,1,0,39.41,东南,南,精装,0,中,6,1986,板楼,桃浦,43137,170,0,0
1号线,延长路,柳营路319弄,1,1,33.63,南,北,精装,0,高,6,1976,板楼,闸北公园,55903,188,0,0
12号线,江浦公园,长眉小区,1,0,30.53,西,,简装,0,中,7,1994,板楼,周家嘴路,62234,190,0,0
11号线(花桥-三林),桃浦新村,锦翔大楼,1,1,56.7,南,,其他,1,高,18,1995,塔楼,桃浦,38801,220,0,0
12号线,天潼路,外滩99,1,2,62.24,南,,简装,1,低,32,2007,板楼,四川北路,95598,595,0,0
10号线(新江湾城-虹桥火车站),海伦路,中信虹港名庭,2,2,86.33,南,,精装,1,低,30,2011,板楼,临平路,94985,820,0,0
2号线,世纪公园,海桐苑,3,2,101.48,南,,精装,0,中,6,1997,板楼,花木,86717,880,0,0
11号线(嘉定北-迪士尼),嘉定新城,中信泰富又一城,3,2,139.98,南,北,毛坯,1,中,31,2014,板楼,嘉定新城,40363,565,0,0
12号线,宁国路,长眉小区,1,0,33.85,南,,精装,0,中,6,1986,板楼,周家嘴路,63516,215,0,0
6号线,洲海路,金地未未来,3,2,115.33,南,,精装,0,中,5,2008,板楼,金桥,82373,950,0,0
4号线,延安西路,安东小区,2,1,47.55,南,,简装,0,高,6,1980,塔楼,新华路,67298,320,0,0
13号线,祁连山南路,金丰新村,2,1,47.13,南,,简装,0,低,6,1994,板楼,丰庄,50499,238,0,0
10号线(新江湾城-航中路),龙柏新村,风度国际,2,2,114.48,南,,精装,1,中,11,2005,板楼,金汇,70755,810,0,0
12号线,金京路,华高一村,2,2,92.55,南,,简装,0,高,7,1995,板楼,高行,37818,350,0,0
8号线,市光路,市光一村,2,1,71.35,南,,简装,1,低,18,1993,塔楼,中原,48354,345,0,0
12号线,龙华,上缝小区,3,2,106.59,南,,精装,0,高,6,1995,板楼,龙华,63327,675,0,0
10号线(新江湾城-虹桥火车站),五角场,林绿家园,1,2,64.93,南,北,精装,1,中,6,2007,板楼,五角场,70846,460,0,0
6号线,云山路,黄山始信苑,2,2,78.35,南,,精装,0,中,4,1998,板楼,金杨,74027,580,0,0
10号线(新江湾城-虹桥火车站),国权路,汇丰苑,2,1,59.75,南,,精装,0,中,6,1997,板楼,五角场,72804,435,0,0
9号线,宜山路,长虹小区,1,1,34.98,南,,简装,0,高,6,1986,板楼,新华路,62894,220,0,0
12号线,龙漕路,漕溪一村,2,1,61.25,南,,简装,0,高,5,1979,板楼,万体馆,63674,390,0,0
6号线,外高桥保税区北,运银公寓,3,2,131.57,南,,简装,1,低,11,2001,板楼,外高桥,40283,530,0,0
10号线(新江湾城-虹桥火车站),南京东路,普康苑,3,2,138.67,南,,精装,1,中,18,2007,板楼,南桥,23798,330,0,0
13号线,汉中路,汉中小区,1,2,64.9,东南,,精装,1,中,22,1997,塔楼,不夜城,78583,510,0,0
12号线,龙华中路,恒昌花园,2,2,101.71,南,,简装,1,中,26,1997,塔楼,徐家汇,74723,760,0,0
7号线,静安寺,东诸安浜路75弄,2,1,55.25,南,,简装,0,中,6,1981,板楼,镇宁路,74209,410,0,0
4号线,延安西路,延安西路1742号,2,1,45,南,,其他,0,中,6,1966,板楼,新华路,62223,280,0,0
9号线,漕河泾开发区,吴中路830弄,1,1,37.12,南,,简装,0,高,6,1990,板楼,金虹桥,50647,188,0,0
8号线,西藏南路,同济蓬莱家园,2,2,93.79,南,,简装,1,低,27,2004,板楼,蓬莱公园,97026,910,0,0
13号线,成山路,德州六村,2,1,56.28,南,,简装,0,低,5,1988,板楼,世博,49574,279,0,0
12号线,巨峰路,东陆新村六街坊,2,1,67.06,南,,简装,0,中,6,1995,板楼,金桥,48465,325,0,0
1号线,富锦路,招商海德名门,3,2,124.35,南,,简装,1,低,16,2015,板楼,杨行,34178,425,0,0
11号线(花桥-三林),徐家汇,乐山八九村,2,1,80.93,东南,,简装,1,高,18,1991,塔楼,徐家汇,73644,596,0,0
11号线(花桥-三林),桃浦新村,桃浦新家园,4,3,95.15,南,,精装,0,高,6,2001,板楼,桃浦,43616,415,0,0
11号线(花桥-三林),徐家汇,东亚公寓,1,2,241.89,南,,精装,1,中,22,1998,塔楼,衡山路,80616,1950,0,0
8号线,延吉中路,松花一村,1,0,27.71,南,,精装,0,高,6,1981,板楼,黄兴公园,56659,157,0,0
9号线,打浦桥,梧桐花园,2,2,106.8,东,东南,精装,1,中,19,1997,板楼,建国西路,93446,998,0,0
1号线,延长路,锦佳苑,2,1,73.04,南,,简装,0,中,6,1997,板楼,大宁,75302,550,0,0
6号线,博兴路,荷三小区,2,1,57.79,南,,简装,0,高,6,1997,板楼,金桥,42395,245,0,0
10号线(新江湾城-航中路),航中路,航华三村三街坊,3,1,94.23,南,,简装,0,低,6,1995,板楼,航华,44572,420,0,0
1号线,衡山路,乌中小区,2,1,79.53,南,,精装,1,中,24,1991,塔楼,衡山路,94305,750,0,0
10号线(新江湾城-虹桥火车站),四川北路,川公路146弄,2,1,54.29,东南,,其他,0,高,6,1995,板楼,四川北路,69995,380,0,0
8号线,大世界,黄浦众鑫城,2,2,121.63,南,,精装,1,高,31,2002,塔楼,老西门,98660,1200,0,0
12号线,大连路,上海大花园,3,2,169.41,南,北,精装,1,低,23,2004,板楼,周家嘴路,66112,1120,0,0
8号线,西藏北路,明光公寓,2,2,80.53,南,北,精装,0,中,6,1998,板楼,凉城,58985,475,0,0
10号线(新江湾城-虹桥火车站),四平路,国中公寓,3,2,165.33,西南,,简装,1,高,25,1998,塔楼,鞍山,54437,900,0,0
9号线,台儿庄路,南二街坊,3,1,84.01,南,,简装,0,高,6,1998,板楼,金桥,54756,460,0,0
11号线(花桥-三林),上海游泳馆,零陵小区,3,0,66.75,南,北,简装,0,低,6,1980,板楼,徐家汇,79401,530,0,0
9号线,商城路,仁恒滨江园,4,2,187.45,东南,,精装,1,中,17,2003,板楼,陆家嘴,101361,1900,0,0
7号线,镇坪路,万里晶品苑,1,2,65.11,南,,精装,1,低,30,2010,板楼,万里,66043,430,0,0
11号线(花桥-三林),江苏路,长宁路234弄,1,1,49,南,,简装,0,中,6,1987,板楼,中山公园,64286,315,0,0
4号线,鲁班路,茶陵路335号,1,1,46.84,南,,精装,0,高,6,1996,板楼,斜土路,67891,318,0,0
9号线,世纪大道,朱家滩小区,2,0,56.57,南,,精装,0,低,6,1986,板楼,潍坊,96341,545,0,0
10号线(新江湾城-虹桥火车站),邮电新村,欧四小区,1,1,39.42,南,,精装,0,高,6,1974,板楼,鲁迅公园,60376,238,0,0
13号线,长寿路,长城小区,1,1,32.95,南,,精装,0,中,7,1995,板楼,曹家渡,86495,285,0,0
8号线,市光路,开鲁路286弄,3,1,91.03,南,,简装,1,中,16,1991,塔楼,中原,40207,366,0,0
12号线,龙华,上缝小区,2,1,45.63,东,,简装,0,高,6,1990,板楼,龙华,70130,320,0,0
13号线,新天地,淮海晶华苑,4,2,222.18,南,,精装,1,高,31,2006,板楼,新天地,90018,2000,0,0
8号线,江浦路,黄兴路1039弄,2,1,51.48,南,北,简装,0,中,5,1979,板楼,控江路,58276,300,0,0
10号线(新江湾城-虹桥火车站),宋园路,纺大小区,1,1,37,南,,简装,0,高,6,1981,板楼,新华路,61892,229,0,0
11号线(花桥-三林),交通大学,华山丽苑,3,2,234,南,,精装,1,高,36,2007,板楼,新华路,120941,2830,0,0
2号线,东昌路,泉东(二)小区,1,1,34.63,南,,精装,0,低,6,1988,板楼,潍坊,129946,450,0,0
4号线,浦东大道,梅园四街坊,2,1,61.56,南,,简装,0,高,6,1988,板楼,源深,100715,620,0,0
8号线,曲阳路,大二小区,1,0,32.38,南,,简装,0,中,5,1957,板楼,曲阳,42311,137,0,0
1号线,莲花路,罗秀新苑,2,1,62.25,南,,简装,0,中,7,1996,板楼,梅陇,49639,309,0,0
10号线(新江湾城-虹桥火车站),宋园路,恒盛苑,4,2,171,南,,精装,1,低,18,2005,板楼,金虹桥,76024,1300,0,0
12号线,陕西南路,襄阳南路277弄,2,1,60.05,南,西,精装,0,高,6,1990,板楼,建国西路,111574,670,0,0
10号线(新江湾城-虹桥火车站),殷高东路,建发江湾萃,4,2,276.51,南,,精装,1,高,17,2012,板楼,新江湾城,75947,2100,0,0
10号线(新江湾城-虹桥火车站),老西门,斜桥公寓,2,1,69.55,西,西北,精装,1,低,24,1991,塔楼,老西门,81956,570,0,0
7号线,刘行,馨佳园(韶山路245弄),2,2,74.16,南,,精装,1,低,16,2011,板楼,顾村,40454,300,0,0
8号线,人民广场,河畔明珠,2,1,79.97,南,,简装,1,中,18,2002,板楼,南京东路,85032,680,0,0
